Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Source Document
18892,Wayne,WCW&SA / Wayne County W&SA,"(T) Macedon & (T) Marion Water Main Replacement., Upgrade Distribution System",500,"$2,204,500",20,"$6,049,986,838",NY_Y0_multiyear-0012
18891,Wayne,WCW&SA / Wayne County W&SA,"East Side Water Main Extension., Extend Distribution System",150,"$1,873,600",20,"$6,051,860,438",NY_Y0_multiyear-0012
18324,Wayne,WILLIAMSON TOWN WD / Williamson (T),"Water Main Replacement Project., Upgrade Distribution System","6,000","$857,792",15,"$6,052,718,230",NY_Y0_multiyear-0012
18902,Wayne,MARION WD #1 / Marion (T),"Interconnections to improve water system efficiency., Upgrade Distribution System","2,616","$1,969,360",15,"$6,054,687,590",NY_Y0_multiyear-0012
18210,Wayne,MACEDON TOWN / Macedon (T),"Water Main Replacement., Upgrade Distribution System","1,500","$2,620,000",10,"$6,057,307,590",NY_Y0_multiyear-0012
16983,Westchester,AMAWALK-SHENOROCK WATER DIST. / Somers (T),"Extention #6 ( Phase III of 16239)Consolidation Amawalk-Shenorock WD and other small water districts to become Somers W.D, New Storage, New Distribution System","3,800","$1,042,875",2160,"$6,058,350,465",NY_Y0_multiyear-0012
17849,Westchester,PEEKSKILL CITY / Peekskill (C),"Finished Water Storage Tanks (Phase 3 of 17152), New Storage","22,400","$5,742,500",2080,"$6,064,092,965",NY_Y0_multiyear-0012
18654,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,"Phase 1 of Project #17488 and #18269. Construction UV treatment facility at Rye Lake Pump Station or Purchase Tank site., New Water Treatment Plant","55,210","$8,000,000",125,"$6,072,092,965",NY_Y0_multiyear-0012
17488,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,"Phase 1a of Project #18654 and #18269. Construction of filter plant or connection to alternate source, New Transmission, New Pump Station","55,210","$32,000,000",125,"$6,104,092,965",NY_Y0_multiyear-0012
18269,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,"Phase 2 of 18654 & 17488, New Transmission, New Pump Station","55,210","$98,064,949",125,"$6,202,157,914",NY_Y0_multiyear-0012
15923,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),Upgrade Water Treatment Plant,"30,000","$1,400,000",95,"$6,203,557,914",NY_Y0_multiyear-0012
15626,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),Upgrade Water Treatment Plant,"38,489","$1,000,000",75,"$6,204,557,914",NY_Y0_multiyear-0012
18592,Westchester,OAKRIDGE WATER DISTRICT IMPROVEMENTS / Lewisboro (T),"Upgrade Water Treatment Plant, Upgrade Storage",895,"$482,500",60,"$6,205,040,414",NY_Y0_multiyear-0012
18893,Westchester,OAKRIDGE WATER DISTRICT / Lewisboro (T),"Addition of GAC for PFAS removal., Upgrade Water Treatment Plant",892,"$2,000,000",60,"$6,207,040,414",NY_Y0_multiyear-0012
16722,Westchester,SLEEPY HOLLOW VILLAGE / Sleepy Hollow (V),"Upgrade Transmission, Upgrade Storage, Upgrade Pump Station, Distribution System","8,146","$6,514,750",60,"$6,213,555,164",NY_Y0_multiyear-0012
16572,Westchester,RIPPOWAM CISQUA SCHOOL - BEDFORD / Rippowam Cisqua School,"Route 22, Bedford(T), Other Expenses, New Water Treatment Plant, Other (OT)",350,"$48,590",50,"$6,213,603,754",NY_Y0_multiyear-0012
16098,Westchester,YONKERS CITY / Yonkers (C),New Transmission,"196,086","$1,325,000",50,"$6,214,928,754",NY_Y0_multiyear-0012
17776,Westchester,WESTCHESTER COUNTY WD #3 / Westchester County #3,"Water District #3 Improvements at Gate of Heaven Cemetery, New Water Treatment Plant, Upgrade Pump Station","6,000","$9,800,000",50,"$6,224,728,754",NY_Y0_multiyear-0012
18532,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),New Water Treatment Plant,"30,000","$38,295,552",50,"$6,263,024,306",NY_Y0_multiyear-0012
15921,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),Upgrade Distribution System,"30,000","$7,550,000",50,"$6,270,574,306",NY_Y0_multiyear-0012
18039,Westchester,KHAL ADAS KASHAU / Khal Adas Kashau,"New chlorination system. , New Water Treatment Plant",650,"$60,000",50,"$6,270,634,306",NY_Y0_multiyear-0012
15527,Westchester,NEW CASTLE/STANWOOD W.D. / New Castle (T),New Storage,"16,800","$3,979,500",45,"$6,274,613,806",NY_Y0_multiyear-0012
16684,Westchester,NORTH CASTLE WD #1 / North Castle (T),"New Transmission, New Transmission, Upgrade Storage, New Pump Station","2,500","$610,000",45,"$6,275,223,806",NY_Y0_multiyear-0012
16102,Westchester,YONKERS CITY / Yonkers (C),Upgrade Water Treatment Plant,"196,086","$500,000",40,"$6,275,723,806",NY_Y0_multiyear-0012
15239,Westchester,MOUNT VERNON WATER DEPARTMENT / Mount Vernon (C),New Transmission,"68,381","$7,000,000",40,"$6,282,723,806",NY_Y0_multiyear-0012
16242,Westchester,TOWN OF NORTH CASTLE / North Castle (T),New Distribution System,"2,500","$1,200,000",40,"$6,283,923,806",NY_Y0_multiyear-0012
16400,Westchester,CROTON FALLS WATER DISTRICT / North Salem (T),"New Storage, Upgrade Distribution System",175,"$314,150",30,"$6,284,237,956",NY_Y0_multiyear-0012
18946,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),"New chlorine contact tank and chemical feed building at the Knollwood Pump Station, Upgrade Pump Station","38,489","$8,909,500",30,"$6,293,147,456",NY_Y0_multiyear-0012
18789,Westchester,MOUNT KISCO WATER DEPARTMENT / Mount Kisco (V),"Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Distribution System","9,600","$8,400,000",30,"$6,301,547,456",NY_Y0_multiyear-0012
17910,Westchester,YONKERS CITY / Yonkers (C),"Upgrade electrical power supply and power distribution system at Hillview Pump Station, Upgrade Pump Station","196,086","$1,854,000",25,"$6,303,401,456",NY_Y0_multiyear-0012
18503,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,Upgrade Pump Station,"55,210","$3,300,000",25,"$6,306,701,456",NY_Y0_multiyear-0012
18496,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburg (T),"Rumbrook-Knollwood CWD Interconnection, New Inter-Connection","38,489","$12,119,500",25,"$6,318,820,956",NY_Y0_multiyear-0012
17434,Westchester,WESTCHESTER COUNTY WATER DISTRICT #1 / Westchester County,"Distribution system improvements, Upgrade Distribution System","187,000","$1,000,000",25,"$6,319,820,956",NY_Y0_multiyear-0012
16733,Westchester,PLEASANTVILLE WATER DISTRICT / Pleasantville (V),Upgrade Water Treatment Plant,"9,500","$78,200",25,"$6,319,899,156",NY_Y0_multiyear-0012
16672,Westchester,PLEASANTVILLE WATER DISTRICT / Pleasantville (V),"Upgrade Storage, Upgrade Pump Station","9,500","$386,250",25,"$6,320,285,406",NY_Y0_multiyear-0012
18699,Westchester,NEW YORK CITY-CATSKILL/DELAWARE SYSTEM / NYCMMFA,Deleware aquedeuct shaft 18 electrical upgrades,"6,552,718","$10,823,816",20,"$6,331,109,222",NY_Y0_multiyear-0012
18652,Westchester,YONKERS CITY / Yonkers (C),"Lamartine & Warburton Avenues Interzone Water Transmission., Upgrade Inter-Connection","196,086","$2,850,000",20,"$6,333,959,222",NY_Y0_multiyear-0012
17778,Westchester,UNITED WATER NEW ROCHELLE / United Water New Rochelle,"Replace Distribution and Transmission, Upgrade Transmission, Upgrade Distribution System","141,000","$4,120,000",20,"$6,338,079,222",NY_Y0_multiyear-0012
18374,Westchester,WHITE PLAINS CITY / City of White Plains,"Upgrade Transmission, Upgrade Storage","53,077","$23,100,000",20,"$6,361,179,222",NY_Y0_multiyear-0012
17435,Westchester,WESTCHESTER COUNTY WATER DISTRICT #1 / Westchester County,"Interconnection to service Mt. Vernon and Yonkers, New Inter-Connection","187,000","$10,000,000",20,"$6,371,179,222",NY_Y0_multiyear-0012
18224,Westchester,SCARSDALE WATER DEPARTMENT / Village of Scarsdale,"Rehabilitation of 750,000 gallon Ardsley Rd Water Storage Tank, Upgrade Storage","20,883","$1,471,500",20,"$6,372,650,722",NY_Y0_multiyear-0012
15220,Westchester,CROTON FALLS WATER DISTRICT / North Salem (T),"Installation of new well (Well No. 7)., New Ground Water Source",175,"$303,215",20,"$6,372,953,937",NY_Y0_multiyear-0012
18653,Westchester,LARCHMONT VILLAGE / Larchmont (V),"Replacement of water main within Flint Park Area, Upgrade Distribution System","6,485","$1,431,063",15,"$6,374,385,000",NY_Y0_multiyear-0012
16405,Westchester,BRIARCLIFF MANOR VILLAGE / Briarcliff Manor (V),Upgrade Storage,"8,831","$50,000",15,"$6,374,435,000",NY_Y0_multiyear-0012
18648,Westchester,OLD FARM HILL WATER DISTRICT / Mount Pleasant (T),"replace asbestos water main., Upgrade Distribution System","1,733","$17,813,882",15,"$6,392,248,882",NY_Y0_multiyear-0012
16402,Westchester,CORTLANDT CONSOLIDATED WD / Cortlandt (T),Upgrade Distribution System,"28,369","$14,000,000",15,"$6,406,248,882",NY_Y0_multiyear-0012
16005,Westchester,HARRISON WATER DISTRICT #1 / Harrison (T),Upgrade Distribution System,"6,940","$480,000",15,"$6,406,728,882",NY_Y0_multiyear-0012
18487,Westchester,ELMSFORD VILLAGE / Elmsford (V),Upgrade Storage,"4,600","$837,300",15,"$6,407,566,182",NY_Y0_multiyear-0012
18501,Westchester,TARRYTOWN WATER SUPPLY / Tarrytown (V),"Upgrade Storage, Upgrade Inter-Connection","11,000","$1,500,000",15,"$6,409,066,182",NY_Y0_multiyear-0012
18471,Westchester,CORTLANDT CONSOLIDATED WD / Cortlandt (T),Upgrade Distribution System,"28,369","$1,652,407",15,"$6,410,718,589",NY_Y0_multiyear-0012
18457,Westchester,CORTLANDT CONSOLIDATED WD / Cortlandt (T),"Asbestos Cement Pipe Replacement, Upgrade Distribution System","28,369","$2,800,000",15,"$6,413,518,589",NY_Y0_multiyear-0012
16100,Westchester,YONKERS CITY / Yonkers (C),New Distribution System,"196,086","$1,820,000",15,"$6,415,338,589",NY_Y0_multiyear-0012
18373,Westchester,WHITE PLAINS CITY / City of White Plains,New Water Treatment Plant,"53,077","$16,500,000",15,"$6,431,838,589",NY_Y0_multiyear-0012
16003,Westchester,HARRISON WATER DISTRICT #1 / Harrison (T),Upgrade Water Treatment Plant,"6,940","$520,000",15,"$6,432,358,589",NY_Y0_multiyear-0012
15437,Westchester,MOUNT KISCO WATER DEPARTMENT / Mount Kisco (V),"Automated water meter reading system, Upgrade Distribution System","9,600","$1,003,014",15,"$6,433,361,603",NY_Y0_multiyear-0012
18263,Westchester,YONKERS CITY / Yonkers (C),"Nodine Hill Tank Rehabilitation, Upgrade Storage","196,086","$4,120,000",15,"$6,437,481,603",NY_Y0_multiyear-0012
15423,Westchester,MOUNT KISCO WATER DEPARTMENT / Mount Kisco (V),New Distribution System,"9,600","$3,738,900",15,"$6,441,220,503",NY_Y0_multiyear-0012
18248,Westchester,YONKERS CITY / Yonkers (C),Upgrade Distribution System,"196,086","$4,635,000",15,"$6,445,855,503",NY_Y0_multiyear-0012
18249,Westchester,YONKERS CITY / Yonkers (C),Upgrade Water Treatment Plant,"196,086","$4,974,900",15,"$6,450,830,403",NY_Y0_multiyear-0012
18244,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,New Transmission,"55,210","$5,000,000",15,"$6,455,830,403",NY_Y0_multiyear-0012
15594,Westchester,IRVINGTON WATER SUPPLY / Irvington (V),Upgrade Distribution System,"6,631","$435,000",15,"$6,456,265,403",NY_Y0_multiyear-0012
17162,Westchester,LARCHMONT VILLAGE / Larchmont (V),"Replacement of two water storage tanks at 250,000 gallons each/ Byron Place, Upgrade Storage","6,485","$670,000",15,"$6,456,935,403",NY_Y0_multiyear-0012
17129,Westchester,WEST EXCEPTIONAL CHILDRENS SCH / Westchester Exceptional,"Install UV disinfection unit, Upgrade Water Treatment Plant",70,"$19,700",15,"$6,456,955,103",NY_Y0_multiyear-0012
15407,Westchester,MOUNT KISCO WATER DEPARTMENT / Mount Kisco (V),"Upgrade Metered Interconnections w/Town of New Castle, Upgrade Distribution System","9,600","$343,608",15,"$6,457,298,711",NY_Y0_multiyear-0012
18957,Westchester,AMAWALK-SHENOROCK WATER DIST. / Somers (T),Upgrade Storage,"3,800","$577,830",15,"$6,457,876,541",NY_Y0_multiyear-0012
18952,Westchester,AMAWALK-SHENOROCK WATER DIST. / Somers (T),Upgrade Distribution System,"3,800","$1,993,514",15,"$6,459,870,055",NY_Y0_multiyear-0012
18945,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),"Fairview Tank Replacement, Upgrade Storage","38,489","$7,710,000",15,"$6,467,580,055",NY_Y0_multiyear-0012
18933,Westchester,YONKERS CITY / Yonkers (C),"Construction of CT compliance monitoring facilities, New Surface Water Treatment Rule Compliance Facility","196,086","$1,250,000",15,"$6,468,830,055",NY_Y0_multiyear-0012
18931,Westchester,YONKERS CITY / Yonkers (C),"Replacement of Hillview Phosphoric Acid storage tanks, Upgrade Water Treatment Plant","196,086","$310,000",15,"$6,469,140,055",NY_Y0_multiyear-0012
18048,Westchester,YONKERS CITY / Yonkers (C),"Install approx. 2,600 LF of new 16-inch pipeline in Nepperhan Avenue from Elm Street to Riverdale Avenue., Upgrade Distribution System","196,086","$3,317,750",15,"$6,472,457,805",NY_Y0_multiyear-0012
16608,Westchester,PACE UNIVERSITY / Pace University,"Pace University, Pleasantville Campus., New Ground Water Source, Upgrade Ground Water Source","2,753","$143,900",15,"$6,472,601,705",NY_Y0_multiyear-0012
16542,Westchester,TARRYTOWN WATER SUPPLY / Tarrytown (V),Upgrade Distribution System,"11,000","$10,620,000",10,"$6,483,221,705",NY_Y0_multiyear-0012
18636,Westchester,LARCHMONT VILLAGE / Larchmont (V),"Replacement of approximately 248 lead service lines., Upgrade Distribution System","6,485","$720,130",10,"$6,483,941,835",NY_Y0_multiyear-0012
17836,Westchester,YONKERS CITY / Yonkers (C),"Water main replacement Mulford Gardens, Upgrade Distribution System","196,086","$1,259,000",10,"$6,485,200,835",NY_Y0_multiyear-0012
16099,Westchester,YONKERS CITY / Yonkers (C),Upgrade Transmission,"196,086","$1,024,600",10,"$6,486,225,435",NY_Y0_multiyear-0012
18533,Westchester,NEW CASTLE/STANWOOD W.D. / New Castle (T),"Replacement of approximately 2,815 linear feet of water main in Hamlet of Chappaqua., Upgrade Distribution System","16,800","$3,640,361",10,"$6,489,865,796",NY_Y0_multiyear-0012
18497,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),"Replacement of water main on Gordon Ave and River Parkway., Upgrade Distribution System","30,000","$1,334,950",10,"$6,491,200,746",NY_Y0_multiyear-0012
18502,Westchester,TARRYTOWN WATER SUPPLY / Tarrytown (V),"Phase VII water main replacement., Upgrade Distribution System","11,000","$2,500,000",10,"$6,493,700,746",NY_Y0_multiyear-0012
18500,Westchester,SLEEPY HOLLOW (VILLAGE) / Sleepy Hollow (V),"Cleaning and lining of 6” and 8” water mains., Upgrade Distribution System","9,212","$999,040",10,"$6,494,699,786",NY_Y0_multiyear-0012
18494,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),"Replacement of water main on Route 9A., Upgrade Distribution System","30,000","$1,307,407",10,"$6,496,007,193",NY_Y0_multiyear-0012
18475,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),"Chelsea Road water main replacement., Upgrade Distribution System","38,489","$2,764,300",10,"$6,498,771,493",NY_Y0_multiyear-0012
16052,Westchester,WHITE PLAINS CITY / White Plains (C),"Davis and Whitney Ave. replacement and reconditioning, Upgrade Distribution System","53,077","$1,000,000",10,"$6,499,771,493",NY_Y0_multiyear-0012
18382,Westchester County,YORKTOWN CONSOLD. WATER DIST.#1 / Yorktown (T),Upgrade Distribution System,"36,000","$2,060,000",10,"$6,501,831,493",NY_Y0_multiyear-0013
16007,Westchester,HARRISON WATER DISTRICT #1 / Harrison (T),Upgrade Distribution System,"6,940","$215,000",10,"$6,502,046,493",NY_Y0_multiyear-0013
15929,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),"Interconnection with (V) Briarcliff Manor with new 12"" water main, Upgrade Distribution System, Inter-Connection","30,000","$348,000",10,"$6,502,394,493",NY_Y0_multiyear-0013
15911,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),"Water distribution main replacement - Ellis Place, Upgrade Distribution System","30,000","$498,500",10,"$6,502,892,993",NY_Y0_multiyear-0013
15708,Westchester,BIRCH DRIVE WATER DISTRICT / New Castle (T),Upgrade Distribution System,50,"$108,700",10,"$6,503,001,693",NY_Y0_multiyear-0013
18247,Westchester,YONKERS CITY / Yonkers (C),"New Other Expenses, New Other (OT)","196,086","$1,854,000",10,"$6,504,855,693",NY_Y0_multiyear-0013
17160,Westchester,LARCHMONT VILLAGE / Larchmont (V),Upgrade Distribution System,"6,485","$241,000",10,"$6,505,096,693",NY_Y0_multiyear-0013
18171,Westchester,NORTH CASTLE WD #2 / North Castle (T),Upgrade Distribution System,"1,200","$10,507,127",10,"$6,515,603,820",NY_Y0_multiyear-0013
18118,Westchester,KENSICO WATER DISTRICT / Mount Pleasant,"Cement lining of water mains - Phases VIII & IX., Upgrade Distribution System","17,452","$4,956,706",10,"$6,520,560,526",NY_Y0_multiyear-0013
18793,Westchester,IRVINGTON WATER SUPPLY / Irvington (V),"Replacement of approximately 800 feet of distribution main., Upgrade Distribution System","6,631","$367,818",10,"$6,520,928,344",NY_Y0_multiyear-0013
15482,Westchester,ARDSLEY TRAVEL PLAZA / NYS Thruway Authority,Upgrade Distribution System,"6,000","$770,000",5,"$6,521,698,344",NY_Y0_multiyear-0013
18375,Westchester,WHITE PLAINS CITY / City of White Plains,"Upgrade Other Expenses, Upgrade Other (OT)","53,077","$2,090,000",5,"$6,523,788,344",NY_Y0_multiyear-0013
18134,Westchester,WESTCHESTER COUNTY WATER DISTRICTS 1 & 3 / Westchester County,"Construction of Eastview Water Distribution Chamber to provide a connection point between the NYCDEP UV Facility and the County Water Districts., New Distribution System","337,287","$9,200,000",5,"$6,532,988,344",NY_Y0_multiyear-0013
18956,Westchester,LINCOLNDALE WD / Somers (T),New Distribution System,"1,100","$16,641,504",5,"$6,549,629,848",NY_Y0_multiyear-0013
18954,Westchester,SOMERS HAMLET WD / Somers (T),"New Distribution System, New Water District",100,"$2,259,315",5,"$6,551,889,163",NY_Y0_multiyear-0013
18898,Wyoming,PERRY VILLAGE / Perry (V),"WTP upgrade to Address DBPs. Short Term Alternative 1., Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Storage","3,945","$6,489,000",95,"$6,558,378,163",NY_Y0_multiyear-0013
18406,Wyoming,WARSAW VILLAGE / Warsaw (V),"Upgrade Water Treatment Plant, Upgrade Distribution System","3,850","$4,988,250",45,"$6,563,366,413",NY_Y0_multiyear-0013
18906,Wyoming,ARCADE VILLAGE / Arcade (V),"Hamlet of Sandusky Water System Improvements., Upgrade Storage, Upgrade Distribution System","2,400","$4,617,490",40,"$6,567,983,903",NY_Y0_multiyear-0013
18761,Wyoming,WARSAW TOWN WATER DISTRICT / Warsaw (T),"WD No. 1 Water Main Replacement ., Upgrade Distribution System",185,"$958,271",35,"$6,568,942,174",NY_Y0_multiyear-0013
18920,Wyoming,ARCADE VILLAGE / Arcade (V),"North St Extension., Extend Distribution System","2,400","$3,722,716",35,"$6,572,664,890",NY_Y0_multiyear-0013
