Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
18836,Tompkins,DRYDEN WD / Dryden (T),"Route 366 / Hamlet of Varna Water Main Replacement., Upgrade Distribution System",725,"$3,588,518",35,"$9,098,207,550",,Multi-Year
19987,Tompkins,CAYUGA HEIGHTS (V) / Cayuga Heights (V),"Aged & Undersized Main Replacement, PRV Station Upgrades, Upgrade Distribution System","4,200","$7,970,346",20,"$9,106,177,896",,Multi-Year
19348,Tompkins,BOLTON POINT / Cayuga Heights (V),"Lead Service Line Replacement, Upgrade Distribution System","3,600","$540,377",15,"$9,106,718,273",,Multi-Year
18660,Ulster,ELLENVILLE (VILLAGE) WATER DIS / Ellenville (V),"Phase 2 of #15003 - New wells, tank, and water main replacement, New Ground Water Source, Upgrade Storage, Upgrade Distribution System","4,323","$8,250,000",2215,"$9,114,968,273",,Multi-Year
18700,Ulster,ROSENDALE WATER DISTRICT / Rosendale (T),"Phase 2 of project 18111. Cost overrun., Upgrade Surface Water Treatment Rule Compliance Facility, New Ground Water Source, Upgrade Storage, Upgrade Distribution System","2,200","$2,070,000",2150,"$9,117,038,273",,Multi-Year
15616,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),New Storage,"4,800",$0,55,"$9,117,038,273",,Multi-Year
18058,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),"Replacement of Mink Hollow Raw Water Intake, Upgrade Other Expenses, Upgrade Other (OT)","24,000",$0,50,"$9,117,038,273",,Multi-Year
18507,Ulster,KINGSTON (CITY) WATER DISTRICT / Kingston (C),"Phase 2 transmission main and SCADA rehabilitation, Upgrade Transmission, Upgrade Distribution System","24,000",$0,45,"$9,117,038,273",,Multi-Year
18999,Ulster,NEW PALTZ (V) / New Paltz (V),"Phase 2 Water System Upgrades, Upgrade Distribution System","6,818","$2,841,300",40,"$9,119,879,573",,Multi-Year
19396,Ulster,NEW PALTZ (V) / New Paltz (V),"Lead Service Line Inventory., Upgrade Distribution System","7,324",$0,40,"$9,119,879,573",,Multi-Year
19924,Ulster,KINGSTON WATER DISTRICT / Kingston (C),"Lead Service Line Replacement, Upgrade Distribution System","8,410","$30,144,000",35,"$9,150,023,573",,Multi-Year
19921,Ulster,KINGSTON WATER DEPARTMENT / Kingston (C),"Lead Service Line Inventory., Upgrade Distribution System","6,301","$2,471,000",35,"$9,152,494,573",,Multi-Year
19597,Ulster,KINGSTON (CITY) WATER DEPARTMENT / Kingston (C),"Lead Service Line Inventory., Upgrade Distribution System","24,069","$540,000",35,"$9,153,034,573",,Multi-Year
19958,Ulster,KINGSTON (C) / Kingston (C),"Backwash Lagoon Improvements, Tank Rehab, and Water Main Abandonment, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","24,069","$4,392,000",35,"$9,157,426,573",,Multi-Year
19943,Ulster,KINGSTON (C) / Kingston WD,"Binnewater Reservoir Dam Rehab, Upgrade Surface Water Source","24,000","$2,453,460",35,"$9,159,880,033",,Multi-Year
19279,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),"Emergency interconnection infrastructure, WTP electrical updates, Water Main Replacement, Upgrade Water Treatment Plant, Upgrade Distribution System, New Inter-Connection","4,500","$3,099,200",30,"$9,162,979,233",,Multi-Year
18744,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),"Port Ewen WD upgrades to water treatment pland and distribution system infrastructure, Upgrade Water Treatment Plant, Upgrade Distribution System","4,800","$750,000",30,"$9,163,729,233",,Multi-Year
19037,Ulster,ULSTER WATER DISTRICT / Ulster (T),"0.45 MG Storage Tank Replacement, Upgrade Storage","5,500","$1,880,000",25,"$9,165,609,233",,Multi-Year
19265,Ulster,HIGHLAND WATER DISTRICT / Lloyd (T),"Upgrades to filter equipment, pumps, etc at filtration plant, Upgrade Water Treatment Plant","11,133","$4,698,500",20,"$9,170,307,733",,Multi-Year
19169,Ulster,WALLKILL WATER DISTRICT / Shawangunk (T),"New GW Source, Disinfection, and Distribution for Wallkill Water district., New Ground Water Source, New Distribution System","1,680","$1,699,500",15,"$9,172,007,233",,Multi-Year
19390,Ulster,PORT EWEN WD / Esopus (T),"Lead Service Line Inventory, Upgrade Distribution System","4,500","$228,000",15,"$9,172,235,233",,Multi-Year
19394,Ulster,NEW PALTZ WD / New Paltz (T),"Lead Service Line Inventory., Upgrade Distribution System","1,775","$90,125",15,"$9,172,325,358",,Multi-Year
19364,Ulster,LLOYD (T) / Lloyd (T),"Water storage tank replacement at Highland Water Treatment Facility, Upgrade Storage","11,133","$2,645,000",15,"$9,174,970,358",,Multi-Year
18751,Warren,NORTH CREEK WATER DISTRICT / Johnsburg (T),"New Storage tank to replace South Tank and Distribution System Upgrades., New Storage, Upgrade Pump Station, Upgrade Distribution System","1,000",$0,60,"$9,174,970,358",,Multi-Year
19262,Warren,CHESTERTOWN WD / Chester (T),"New well, upgrade distribution system, replace AC pipe, New Ground Water Source, Upgrade Distribution System",750,"$2,947,000",50,"$9,177,917,358",,Multi-Year
19493,Warren,QUEENSBURY WATER DISTRICT / Queensbury (T),"Extension to Jenkinsville to serve private wells contaminated with 1,4-Dioxane., New Distribution System",425,"$7,316,272",45,"$9,185,233,630",,Multi-Year
18593,Warren,WARRENSBURG WATER DISTRICT / Warrensburg (T),"Replacement of the water storage tank transmission main., New Transmission","3,600",$0,35,"$9,185,233,630",,Multi-Year
19632,Warren,GLENS FALLS (C) / Glens Falls (C),"Lead service line replacement., Upgrade Distribution System",42,"$241,500",35,"$9,185,475,130",,Multi-Year
19631,Warren,GLENS FALLS (C) / Glens Falls (C),"Lead service line inventory., Upgrade Distribution System","14,784","$533,540",35,"$9,186,008,670",,Multi-Year
18975,Warren,GLENS FALLS (C) / Glens Falls (C),"Water Filtration Plant filter repairs., Upgrade Water Treatment Plant","14,700","$1,864,650",35,"$9,187,873,320",,Multi-Year
19263,Warren,BOLTON WATER DISTRICT / Bolton (T),"Phase II Water System Improvements., Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)","1,800","$3,670,920",30,"$9,191,544,240",,Multi-Year
19763,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Water Main in the Grant Ave Area, Upgrade Distribution System",210,"$3,059,100",30,"$9,194,603,340",,Multi-Year
19762,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Water Main in Windy Ridge Area, Upgrade Distribution System",273,"$6,252,100",30,"$9,200,855,440",,Multi-Year
19761,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Water Main around Harrison Ave, Upgrade Distribution System",333,"$3,481,400",30,"$9,204,336,840",,Multi-Year
19759,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of Watermain around Gage Avenue, Upgrade Distribution System",237,"$3,481,400",30,"$9,207,818,240",,Multi-Year
19757,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of WM around Mason Street, Upgrade Distribution System",429,"$5,345,700",30,"$9,213,163,940",,Multi-Year
19755,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of WM around Grand Street, Upgrade Distribution System",339,"$4,367,200",30,"$9,217,531,140",,Multi-Year
19753,Warren,GLENS FALLS (C) / Glens Falls (C),"Cooper Street WM Replacement, Upgrade Distribution System",213,"$4,439,300",30,"$9,221,970,440",,Multi-Year
19513,Warren,DIAMOND POINT WD / Lake George (T),"Replacement of Aged Water Main, Upgrade Distribution System",495,"$1,485,260",30,"$9,223,455,700",,Multi-Year
18431,Warren,LAKE LUZERNE (T) / Lake Luzerne (T),"Rehabilitate existiting water storage tank and replace water mains., Upgrade Storage, Upgrade Distribution System","2,500","$2,573,000",30,"$9,226,028,700",,Multi-Year
18426,Warren,GLENS FALLS (C) / Glens Falls (C),"Replacement of aged water main, Upgrade Distribution System","1,184","$30,426,200",30,"$9,256,454,900",,Multi-Year
19449,Warren,LAKE LUZERNE (T) / Lake Luzerne (T),"Lead service line inventory., Upgrade Distribution System","2,500","$650,342",25,"$9,257,105,242",,Multi-Year
19522,Warren,BOLTON (T) / Bolton (T),"Rehabilitation of Edgecomb Pond Dam, Upgrade Surface Water Source","1,800","$2,165,575",20,"$9,259,270,817",,Multi-Year
18575,Washington,GREENWICH VILLAGE / Greenwich (V),"Mn Treatment, Replace Existing Wells, Replace Transm Main, Water Metering., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission, Upgrade Distribution System","2,000","$11,000,000",1105,"$9,270,270,817",,Multi-Year
19933,Washington,WHITEHALL (V) / Whitehall (V),"Replace Transmission main, SCADA, Dam Repairs, Upgrade Water Treatment Plant, Upgrade Surface Water Source, Upgrade Transmission, Upgrade Storage","2,693","$9,908,147",135,"$9,280,178,964",,Multi-Year
19828,Washington,ARGYLE (V) / Argyle (V),"Upgrade Source, Rehab Storage, Upgrade Distribution, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",725,"$14,800,000",105,"$9,294,978,964",,Multi-Year
18877,Washington,NORTH GRANVILLE WD #1 / Granville (T),"Source development and disribution improvements for the North Granville WD., Upgrade Ground Water Source, Upgrade Distribution System",800,"$2,825,625",70,"$9,297,804,589",,Multi-Year
19980,Washington,GREENWICH (T) / Greenwich (T),"New Town Water District No. 1., New Complete System (New System)","3,600","$10,715,100",55,"$9,308,519,689",,Multi-Year
18458,Washington,FORT EDWARD VILLAGE / Fort Edward (V),"Hill Storage Tank Replacement and Upgrade PS and Distribution., New Storage, Upgrade Pump Station, Upgrade Distribution System","3,150",$0,45,"$9,308,519,689",,Multi-Year
19876,Washington,WHITEHALL (V) / Whitehall (V),"Lead service line inventory., Upgrade Distribution System","2,400","$1,134,110",40,"$9,309,653,799",,Multi-Year
19035,Washington,FORT ANN (V) / Fort Ann (V),"Halfway Brook Transmission Main Replacement, Upgrade Transmission",460,"$380,000",40,"$9,310,033,799",,Multi-Year
19816,Washington,HUDSON FALLS (V) / Hudson Falls (V),"Phase 1: Warren Street Canal Crossing, Water Pumping Station Discharge Piping, Maple Street Canal Crossing, & Pearl Street WM Replacement, Upgrade Distribution System","2,400","$6,444,950",35,"$9,316,478,749",,Multi-Year
19825,Washington,WHITEHALL (V) / Whitehall (V),"Water valve replacement, Upgrade Distribution System","2,770","$1,200,000",35,"$9,317,678,749",,Multi-Year
18977,Washington,WHITEHALL (V) / Whitehall (V),"Replace old water distribution system., Upgrade Distribution System","2,770","$5,145,000",35,"$9,322,823,749",,Multi-Year
19818,Washington,HUDSON FALLS (V) / Hudson Falls (V),"Phase 3 Water Main Replacement, Upgrade Distribution System","2,400","$12,400,000",30,"$9,335,223,749",,Multi-Year
19819,Washington,HUDSON FALLS (V) / Hudson Falls (V),"Phase 4 Water Main Replacement, Upgrade Distribution System","2,400","$13,925,000",30,"$9,349,148,749",,Multi-Year
19817,Washington,HUDSON FALLS (V) / Hudson Falls (V),"Phase 2 Water Main Replacement, Upgrade Distribution System","2,400","$11,050,000",30,"$9,360,198,749",,Multi-Year
18970,Washington,HUDSON FALLS (V) / Hudson Falls (V),"WM Replacement on Beech, Willow, and Williams Streets., Upgrade Distribution System","7,053","$840,000",25,"$9,361,038,749",,Multi-Year
19215,Wayne,NEWARK VILLAGE / Newark (V),"New 4.0 MG storage tank to replace Allerton Reservoir, New Storage","9,682","$2,315,000",1080,"$9,363,353,749",,Multi-Year
19211,Wayne,WOLCOTT (V) / Wolcott (V),"Village of Wolcott WTP Upgrades, Upgrade Water Treatment Plant","2,465","$8,400,000",60,"$9,371,753,749",,Multi-Year
19232,Wayne,CLYDE (V) / Clyde (V),"Replace well pumps, well improvements, upgrade chemical feed system, site improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source","2,269",$0,55,"$9,371,753,749",,Multi-Year
19950,Wayne,SODUS POINT WATER SYSTEM / Sodus Point (V),"Replace 22,700 LF main, secondary interconnection to WCWSA, replace LSLs, tank improvements, and pump station improvements, New Water District","1,096","$11,750,000",50,"$9,383,503,749",,Multi-Year
18925,Wayne,CLYDE (V) / Clyde (V),"Main replacement on Glasgow St., Upgrade Distribution System",226,"$2,950,000",35,"$9,386,453,749",,Multi-Year
18899,Wayne,WAYNE COUNTY WATER & SEWER AUTH / Lyons (T),"Replace approx. 23,000-LF of water main and appurtenances., Upgrade Distribution System","5,500","$14,332,625",30,"$9,400,786,374",,Multi-Year
19197,Wayne,ROSE (T) / Rose (T),"Catchpole Wellfield Upgrades to address Fe/Mn and Sulfide, Upgrade Water Treatment Plant","1,950","$2,141,780",30,"$9,402,928,154",,Multi-Year
18902,Wayne,WAYNE COUNTY WATER & SEWER AUTH / Marion (T),"Interconnections to improve water system efficiency., Upgrade Distribution System","1,000","$3,647,200",20,"$9,406,575,354",,Multi-Year
19198,Wayne,WILLIAMSON (T) / Williamson (T),"Bennett St. Area Watermain Replacement, Upgrade Distribution System","6,757","$3,189,900",20,"$9,409,765,254",,Multi-Year
18892,Wayne,WAYNE COUNTY WATER & SEWER AUTH / WCWSA,"(T) Macedon & (T) Marion Water Main Replacement., Upgrade Distribution System",500,"$4,037,000",20,"$9,413,802,254",,Multi-Year
18891,Wayne,WAYNE COUNTY WATER & SEWER AUTH / WCWSA,"East Side Water Main Extension., Extend Distribution System",150,"$3,450,700",20,"$9,417,252,954",,Multi-Year
17488,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,"Funding Phase 1a of Project #18654 and #18269. Construction of 30 MGD filter plant, New Surface Water Treatment Rule Compliance Facility","46,054","$72,500,000",125,"$9,489,752,954",,Multi-Year
18269,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,"Phase 2 of #18654 & #17488, New Surface Water Treatment Rule Compliance Facility","55,210","$175,000,000",125,"$9,664,752,954",,Multi-Year
18954,Westchester,SOMERS HAMLET WD / Somers (T),"New drinking water distribution system to address PFAS contamination, New Distribution System, New Water District",100,"$2,912,700",110,"$9,667,665,654",,Multi-Year
19741,Westchester,SCOTTS CORNER WD / Pound Ridge (T),"Creation of the Scotts Corners WD to Serve Contaminated Private Wells, Consolidate Several Public Water Systems, and Address PFAS, New Water District",114,"$10,907,000",70,"$9,678,572,654",,Multi-Year
19105,Westchester,MEADOWS AT CROSS RIVER / Meadow Water-Works Corp.,"Removal of sodium chloride and PFAS from water system, Upgrade Water Treatment Plant",630,"$952,750",70,"$9,679,525,404",,Multi-Year
19049,Westchester,KENSICO WATER DISTRICT / Mount Pleasant (T),"Kensico WD Storage Tank and Treatment Improvements, Upgrade Storage, Upgrade Distribution System","17,452","$9,221,695",65,"$9,688,747,099",,Multi-Year
19850,Westchester,PABST WATER SYSTEM / North Salem (T),"Installation of PFAS removal system., Upgrade Water Treatment Plant",250,"$845,820",55,"$9,689,592,919",,Multi-Year
19481,Westchester,SUNSET RIDGE WD / North Salem (T),"New ion exchange treatment system for PFOS/PFOA removal, Upgrade Water Treatment Plant",570,"$91,696",55,"$9,689,684,615",,Multi-Year
19577,Westchester,YONKERS (C) / Yonkers (C),"Hillview Entry Point Disinfection Facility, New Water Treatment Plant","110,000","$30,000,000",45,"$9,719,684,615",,Multi-Year
19475,Westchester,WHITE PLAINS (C) / White Plains (C),"New Orchard Street WTP, New Water Treatment Plant","56,000","$48,681,945",35,"$9,768,366,560",,Multi-Year
18502,Westchester,TARRYTOWN WATER SUPPLY / Tarrytown (V),"Phase VIIB water main replacement, Upgrade Distribution System","11,860","$2,613,549",35,"$9,770,980,109",,Multi-Year
18946,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),"New chlorine contact tank and chemical feed building at the Knollwood Pump Station; add second connection to Shaft 20, Upgrade Transmission, Upgrade Pump Station","38,489","$20,274,144",35,"$9,791,254,253",,Multi-Year
19350,Westchester,TARRYTOWN (V) / Tarrytown (V),"Phase VIII water main replacement, Upgrade Distribution System","11,860","$3,600,000",35,"$9,794,854,253",,Multi-Year
19570,Westchester,PEEKSKILL (C) / Peekskill (C),"Camp Field Reservoir dredging, Lower Wiccopee Dam spillway modifications, and water main replacement, Upgrade Surface Water Source, Upgrade Distribution System","25,514","$8,166,000",30,"$9,803,020,253",,Multi-Year
19367,Westchester,PEEKSKILL (C) / Peekskill (C),"Lead Service Line Inventory, Upgrade Distribution System","24,075","$1,465,690",30,"$9,804,485,943",,Multi-Year
19765,Westchester,YONKERS (C) / Yonkers (C),"Replacement of 750 LF of transmission main, Upgrade Distribution System","60,070","$1,997,720",25,"$9,806,483,663",,Multi-Year
19593,Westchester,MT. VERNON BOARD OF WATER SUPPLY / Mt. Vernon (C),"Lead Service Line Replacement, Upgrade Distribution System","2,302","$15,620,000",25,"$9,822,103,663",,Multi-Year
18503,Westchester,WESTCHESTER JOINT WATER WORKS / WJWW,Upgrade Pump Station,"55,210","$3,300,000",25,"$9,825,403,663",,Multi-Year
19941,Westchester,WESTCHESTERCOUNTY WATER DISTRICT #3 / Westchester County,"Eastview Pump Station and Transmission Main, New Transmission, New Pump Station","6,000","$33,990,000",25,"$9,859,393,663",,Multi-Year
18933,Westchester,YONKERS (C) / Yonkers (C),"Construction of CT compliance monitoring facilities, New Surface Water Treatment Rule Compliance Facility","200,370","$1,250,000",20,"$9,860,643,663",,Multi-Year
18931,Westchester,YONKERS (C) / Yonkers (C),"Replacement of Hillview Phosphoric Acid storage tanks, Upgrade Water Treatment Plant","200,370","$310,000",20,"$9,860,953,663",,Multi-Year
15220,Westchester,CROTON FALLS WATER DISTRICT / North Salem (T),"Reactivation and treatment of Well #4., New Ground Water Source",200,"$536,384",20,"$9,861,490,047",,Multi-Year
19360,Westchester,TARRYTOWN WATER SUPPLY / Tarrytown (V),Upgrade Pump Station,"11,000","$250,000",20,"$9,861,740,047",,Multi-Year
19336,Westchester,YONKERS (C) / Yonkers (C),"Lead Service Line Inventory., Upgrade Distribution System","211,569","$3,115,750",20,"$9,864,855,797",,Multi-Year
18945,Westchester,GREENBURGH CONSOLIDATED WD #1 / Greenburgh (T),"Fairview Tank Replacement, Upgrade Storage","38,489","$7,810,000",15,"$9,872,665,797",,Multi-Year
19756,Westchester,NEW CASTLE/STANWOOD W.D. / New Castle (T),"Metro-North Railroad Water Main Replacement, Upgrade Distribution System","18,311","$1,224,929",15,"$9,873,890,725",,Multi-Year
19871,Westchester,YORKTOWN (T) / Yorktown (T),"Cleaning and Reinforced Lining of Water Main on Route 202 and Greenwood Street, Upgrade Distribution System","26,400","$400,000",15,"$9,874,290,725",,Multi-Year
19270,Westchester,COUNTY WATER DISTRICT #1 / Westchester County,"Rehab Shaft 22 and Kensico Dam Chlorination Facility, Upgrade Other Expenses, Upgrade Other (OT)","363,274","$6,674,400",15,"$9,880,965,125",,Multi-Year
19718,Westchester,CROTON-ON-HUDSON (V) / Croton-On-Hudson (V),"Harrison Street Water Main Improvements, Extend Distribution System, Upgrade Distribution System","8,210","$1,236,000",15,"$9,882,201,125",,Multi-Year
19717,Westchester,YORKTOWN (T) / Yorktown (T),"Water Tank Rehibilitation, Upgrade Storage","35,545","$2,400,000",15,"$9,884,601,125",,Multi-Year
19643,Westchester,NORTH SALEM (T) / North Salem (T),"Salem Acres water main replacement, Upgrade Distribution System",150,"$306,417",15,"$9,884,907,542",,Multi-Year
19416,Westchester,NEW CASTLE (T) / New Castle (T),"Bedford Road Pump Station Upgrades, Upgrade Pump Station","2,000","$1,056,591",15,"$9,885,964,133",,Multi-Year
19388,Westchester,OSSINING WATER DEPARTMENT / Ossining (V),"Lead Service Line Inventory, Upgrade Distribution System","32,000","$134,000",15,"$9,886,098,133",,Multi-Year
